,year,value,cityCode,cityName,prefCode,prefName
3,2016,1495,06206,寒河江市,6,山形県
0,2009,1349,06207,上山市,6,山形県
1,2012,1273,06207,上山市,6,山形県
2,2014,1243,06207,上山市,6,山形県
3,2016,1171,06207,上山市,6,山形県
0,2009,1178,06208,村山市,6,山形県
1,2012,1090,06208,村山市,6,山形県
2,2014,1040,06208,村山市,6,山形県
3,2016,1010,06208,村山市,6,山形県
0,2009,1519,06209,長井市,6,山形県
1,2012,1422,06209,長井市,6,山形県
2,2014,1343,06209,長井市,6,山形県
3,2016,1269,06209,長井市,6,山形県
0,2009,2518,06210,天童市,6,山形県
1,2012,2351,06210,天童市,6,山形県
2,2014,2304,06210,天童市,6,山形県
3,2016,2219,06210,天童市,6,山形県
0,2009,1514,06211,東根市,6,山形県
1,2012,1416,06211,東根市,6,山形県
2,2014,1397,06211,東根市,6,山形県
3,2016,1339,06211,東根市,6,山形県
0,2009,908,06212,尾花沢市,6,山形県
1,2012,847,06212,尾花沢市,6,山形県
2,2014,805,06212,尾花沢市,6,山形県
3,2016,767,06212,尾花沢市,6,山形県
0,2009,1611,06213,南陽市,6,山形県
1,2012,1474,06213,南陽市,6,山形県
2,2014,1476,06213,南陽市,6,山形県
3,2016,1382,06213,南陽市,6,山形県
0,2009,483,06301,山辺町,6,山形県
1,2012,445,06301,山辺町,6,山形県
2,2014,430,06301,山辺町,6,山形県
3,2016,401,06301,山辺町,6,山形県
0,2009,360,06302,中山町,6,山形県
1,2012,333,06302,中山町,6,山形県
2,2014,335,06302,中山町,6,山形県
3,2016,313,06302,中山町,6,山形県
0,2009,912,06321,河北町,6,山形県
1,2012,851,06321,河北町,6,山形県
2,2014,814,06321,河北町,6,山形県
3,2016,803,06321,河北町,6,山形県
0,2009,300,06322,西川町,6,山形県
1,2012,282,06322,西川町,6,山形県
2,2014,243,06322,西川町,6,山形県
3,2016,232,06322,西川町,6,山形県
0,2009,355,06323,朝日町,6,山形県
1,2012,314,06323,朝日町,6,山形県
2,2014,309,06323,朝日町,6,山形県
3,2016,289,06323,朝日町,6,山形県
0,2009,366,06324,大江町,6,山形県
1,2012,342,06324,大江町,6,山形県
2,2014,329,06324,大江町,6,山形県
3,2016,316,06324,大江町,6,山形県
0,2009,375,06341,大石田町,6,山形県
1,2012,337,06341,大石田町,6,山形県
2,2014,324,06341,大石田町,6,山形県
3,2016,327,06341,大石田町,6,山形県
0,2009,252,06361,金山町,6,山形県
1,2012,232,06361,金山町,6,山形県
2,2014,231,06361,金山町,6,山形県
3,2016,218,06361,金山町,6,山形県
0,2009,435,06362,最上町,6,山形県
1,2012,391,06362,最上町,6,山形県
2,2014,383,06362,最上町,6,山形県
3,2016,355,06362,最上町,6,山形県
0,2009,224,06363,舟形町,6,山形県
1,2012,200,06363,舟形町,6,山形県
2,2014,173,06363,舟形町,6,山形県
3,2016,168,06363,舟形町,6,山形県
0,2009,359,06364,真室川町,6,山形県
1,2012,319,06364,真室川町,6,山形県
2,2014,305,06364,真室川町,6,山形県
3,2016,288,06364,真室川町,6,山形県
0,2009,188,06365,大蔵村,6,山形県
1,2012,187,06365,大蔵村,6,山形県
2,2014,179,06365,大蔵村,6,山形県
3,2016,162,06365,大蔵村,6,山形県
0,2009,170,06366,鮭川村,6,山形県
1,2012,162,06366,鮭川村,6,山形県
2,2014,158,06366,鮭川村,6,山形県
3,2016,147,06366,鮭川村,6,山形県
0,2009,243,06367,戸沢村,6,山形県
1,2012,204,06367,戸沢村,6,山形県
2,2014,193,06367,戸沢村,6,山形県
3,2016,180,06367,戸沢村,6,山形県
0,2009,1013,06381,高畠町,6,山形県
1,2012,949,06381,高畠町,6,山形県
2,2014,915,06381,高畠町,6,山形県
3,2016,884,06381,高畠町,6,山形県
0,2009,623,06382,川西町,6,山形県
1,2012,598,06382,川西町,6,山形県
2,2014,584,06382,川西町,6,山形県
3,2016,553,06382,川西町,6,山形県
0,2009,392,06401,小国町,6,山形県
1,2012,356,06401,小国町,6,山形県
2,2014,352,06401,小国町,6,山形県
3,2016,331,06401,小国町,6,山形県
0,2009,648,06402,白鷹町,6,山形県
1,2012,619,06402,白鷹町,6,山形県
2,2014,575,06402,白鷹町,6,山形県
3,2016,553,06402,白鷹町,6,山形県
0,2009,293,06403,飯豊町,6,山形県
1,2012,277,06403,飯豊町,6,山形県
2,2014,264,06403,飯豊町,6,山形県
3,2016,253,06403,飯豊町,6,山形県
0,2009,300,06426,三川町,6,山形県
1,2012,289,06426,三川町,6,山形県
2,2014,274,06426,三川町,6,山形県
3,2016,268,06426,三川町,6,山形県
0,2009,852,06428,庄内町,6,山形県
1,2012,809,06428,庄内町,6,山形県
2,2014,772,06428,庄内町,6,山形県
3,2016,733,06428,庄内町,6,山形県
0,2009,569,06461,遊佐町,6,山形県
1,2012,540,06461,遊佐町,6,山形県
2,2014,525,06461,遊佐町,6,山形県
3,2016,499,06461,遊佐町,6,山形県
0,2009,9970,07201,福島市,7,福島県
1,2012,9255,07201,福島市,7,福島県
2,2014,9357,07201,福島市,7,福島県
3,2016,8899,07201,福島市,7,福島県
0,2009,5734,07202,会津若松市,7,福島県
1,2012,5245,07202,会津若松市,7,福島県
2,2014,5098,07202,会津若松市,7,福島県
3,2016,4833,07202,会津若松市,7,福島県
0,2009,12187,07203,郡山市,7,福島県
1,2012,11194,07203,郡山市,7,福島県
2,2014,11172,07203,郡山市,7,福島県
3,2016,10596,07203,郡山市,7,福島県
0,2009,11845,07204,いわき市,7,福島県
1,2012,10718,07204,いわき市,7,福島県
2,2014,10827,07204,いわき市,7,福島県
3,2016,10391,07204,いわき市,7,福島県
0,2009,2489,07205,白河市,7,福島県
1,2012,2306,07205,白河市,7,福島県
2,2014,2262,07205,白河市,7,福島県
3,2016,2116,07205,白河市,7,福島県
0,2009,2561,07207,須賀川市,7,福島県
1,2012,2326,07207,須賀川市,7,福島県
2,2014,2440,07207,須賀川市,7,福島県
3,2016,2378,07207,須賀川市,7,福島県
0,2009,2334,07208,喜多方市,7,福島県
1,2012,2125,07208,喜多方市,7,福島県
2,2014,2012,07208,喜多方市,7,福島県
3,2016,1906,07208,喜多方市,7,福島県
0,2009,1520,07209,相馬市,7,福島県
1,2012,1383,07209,相馬市,7,福島県
2,2014,1353,07209,相馬市,7,福島県
3,2016,1309,07209,相馬市,7,福島県
0,2009,2269,07210,二本松市,7,福島県
1,2012,2119,07210,二本松市,7,福島県
2,2014,2061,07210,二本松市,7,福島県
3,2016,1952,07210,二本松市,7,福島県
0,2009,1509,07211,田村市,7,福島県
1,2012,1314,07211,田村市,7,福島県
2,2014,1336,07211,田村市,7,福島県
3,2016,1294,07211,田村市,7,福島県
0,2009,2830,07212,南相馬市,7,福島県
1,2012,1806,07212,南相馬市,7,福島県
2,2014,2039,07212,南相馬市,7,福島県
3,2016,1977,07212,南相馬市,7,福島県
0,2009,2485,07213,伊達市,7,福島県
1,2012,2269,07213,伊達市,7,福島県
2,2014,2140,07213,伊達市,7,福島県
3,2016,2038,07213,伊達市,7,福島県
0,2009,1163,07214,本宮市,7,福島県
1,2012,1083,07214,本宮市,7,福島県
2,2014,1072,07214,本宮市,7,福島県
3,2016,1011,07214,本宮市,7,福島県
0,2009,444,07301,桑折町,7,福島県
1,2012,424,07301,桑折町,7,福島県
2,2014,423,07301,桑折町,7,福島県
3,2016,401,07301,桑折町,7,福島県
0,2009,329,07303,国見町,7,福島県
1,2012,298,07303,国見町,7,福島県
2,2014,292,07303,国見町,7,福島県
3,2016,254,07303,国見町,7,福島県
0,2009,630,07308,川俣町,7,福島県
1,2012,538,07308,川俣町,7,福島県
2,2014,544,07308,川俣町,7,福島県
3,2016,518,07308,川俣町,7,福島県
0,2009,190,07322,大玉村,7,福島県
1,2012,185,07322,大玉村,7,福島県
2,2014,182,07322,大玉村,7,福島県
3,2016,176,07322,大玉村,7,福島県
0,2009,449,07342,鏡石町,7,福島県
1,2012,429,07342,鏡石町,7,福島県
2,2014,417,07342,鏡石町,7,福島県
3,2016,393,07342,鏡石町,7,福島県
0,2009,204,07344,天栄村,7,福島県
1,2012,178,07344,天栄村,7,福島県
2,2014,182,07344,天栄村,7,福島県
3,2016,168,07344,天栄村,7,福島県
0,2009,362,07362,下郷町,7,福島県
1,2012,330,07362,下郷町,7,福島県
2,2014,332,07362,下郷町,7,福島県
3,2016,312,07362,下郷町,7,福島県
0,2009,79,07364,檜枝岐村,7,福島県
1,2012,74,07364,檜枝岐村,7,福島県
2,2014,73,07364,檜枝岐村,7,福島県
3,2016,71,07364,檜枝岐村,7,福島県
0,2009,279,07367,只見町,7,福島県
1,2012,257,07367,只見町,7,福島県
2,2014,251,07367,只見町,7,福島県
3,2016,234,07367,只見町,7,福島県
0,2009,1078,07368,南会津町,7,福島県
1,2012,985,07368,南会津町,7,福島県
2,2014,953,07368,南会津町,7,福島県
3,2016,901,07368,南会津町,7,福島県
0,2009,245,07402,北塩原村,7,福島県
1,2012,175,07402,北塩原村,7,福島県
2,2014,209,07402,北塩原村,7,福島県
3,2016,206,07402,北塩原村,7,福島県
0,2009,339,07405,西会津町,7,福島県
1,2012,299,07405,西会津町,7,福島県
2,2014,286,07405,西会津町,7,福島県
3,2016,269,07405,西会津町,7,福島県
0,2009,122,07407,磐梯町,7,福島県
1,2012,106,07407,磐梯町,7,福島県
2,2014,105,07407,磐梯町,7,福島県
3,2016,93,07407,磐梯町,7,福島県
0,2009,694,07408,猪苗代町,7,福島県
1,2012,612,07408,猪苗代町,7,福島県
2,2014,620,07408,猪苗代町,7,福島県
3,2016,606,07408,猪苗代町,7,福島県
0,2009,882,07421,会津坂下町,7,福島県
1,2012,782,07421,会津坂下町,7,福島県
2,2014,734,07421,会津坂下町,7,福島県
3,2016,696,07421,会津坂下町,7,福島県
0,2009,71,07422,湯川村,7,福島県
1,2012,69,07422,湯川村,7,福島県
2,2014,70,07422,湯川村,7,福島県
3,2016,62,07422,湯川村,7,福島県
0,2009,185,07423,柳津町,7,福島県
1,2012,164,07423,柳津町,7,福島県
2,2014,158,07423,柳津町,7,福島県
3,2016,154,07423,柳津町,7,福島県
0,2009,98,07444,三島町,7,福島県
1,2012,75,07444,三島町,7,福島県
2,2014,72,07444,三島町,7,福島県
3,2016,66,07444,三島町,7,福島県
0,2009,158,07445,金山町,7,福島県
1,2012,150,07445,金山町,7,福島県
2,2014,144,07445,金山町,7,福島県
3,2016,129,07445,金山町,7,福島県
0,2009,85,07446,昭和村,7,福島県
1,2012,81,07446,昭和村,7,福島県
2,2014,76,07446,昭和村,7,福島県
3,2016,70,07446,昭和村,7,福島県
0,2009,805,07447,会津美里町,7,福島県
1,2012,720,07447,会津美里町,7,福島県
2,2014,706,07447,会津美里町,7,福島県
3,2016,643,07447,会津美里町,7,福島県
0,2009,522,07461,西郷村,7,福島県
1,2012,509,07461,西郷村,7,福島県
2,2014,522,07461,西郷村,7,福島県
3,2016,498,07461,西郷村,7,福島県
0,2009,182,07464,泉崎村,7,福島県
1,2012,178,07464,泉崎村,7,福島県
2,2014,174,07464,泉崎村,7,福島県
3,2016,166,07464,泉崎村,7,福島県
0,2009,156,07465,中島村,7,福島県
1,2012,151,07465,中島村,7,福島県
2,2014,147,07465,中島村,7,福島県
3,2016,147,07465,中島村,7,福島県
0,2009,633,07466,矢吹町,7,福島県
1,2012,568,07466,矢吹町,7,福島県
2,2014,568,07466,矢吹町,7,福島県
3,2016,532,07466,矢吹町,7,福島県
0,2009,711,07481,棚倉町,7,福島県
1,2012,657,07481,棚倉町,7,福島県
2,2014,639,07481,棚倉町,7,福島県
3,2016,595,07481,棚倉町,7,福島県
0,2009,317,07482,矢祭町,7,福島県
1,2012,294,07482,矢祭町,7,福島県
2,2014,275,07482,矢祭町,7,福島県
3,2016,260,07482,矢祭町,7,福島県
0,2009,545,07483,塙町,7,福島県
1,2012,494,07483,塙町,7,福島県
2,2014,484,07483,塙町,7,福島県
3,2016,449,07483,塙町,7,福島県
0,2009,162,07484,鮫川村,7,福島県
1,2012,142,07484,鮫川村,7,福島県
2,2014,135,07484,鮫川村,7,福島県
3,2016,132,07484,鮫川村,7,福島県
0,2009,855,07501,石川町,7,福島県
1,2012,780,07501,石川町,7,福島県
2,2014,747,07501,石川町,7,福島県
3,2016,702,07501,石川町,7,福島県
0,2009,304,07502,玉川村,7,福島県
1,2012,263,07502,玉川村,7,福島県
2,2014,251,07502,玉川村,7,福島県
3,2016,244,07502,玉川村,7,福島県
0,2009,229,07503,平田村,7,福島県
1,2012,225,07503,平田村,7,福島県
2,2014,211,07503,平田村,7,福島県
3,2016,213,07503,平田村,7,福島県
0,2009,322,07504,浅川町,7,福島県
1,2012,289,07504,浅川町,7,福島県
2,2014,281,07504,浅川町,7,福島県
3,2016,265,07504,浅川町,7,福島県
0,2009,283,07505,古殿町,7,福島県
1,2012,257,07505,古殿町,7,福島県
2,2014,263,07505,古殿町,7,福島県
3,2016,244,07505,古殿町,7,福島県
0,2009,604,07521,三春町,7,福島県
1,2012,556,07521,三春町,7,福島県
2,2014,553,07521,三春町,7,福島県
3,2016,544,07521,三春町,7,福島県
0,2009,491,07522,小野町,7,福島県
1,2012,458,07522,小野町,7,福島県
2,2014,454,07522,小野町,7,福島県
3,2016,424,07522,小野町,7,福島県
0,2009,190,07541,広野町,7,福島県
1,2012,67,07541,広野町,7,福島県
2,2014,124,07541,広野町,7,福島県
3,2016,117,07541,広野町,7,福島県
0,2009,253,07542,楢葉町,7,福島県
1,2014,2,07542,楢葉町,7,福島県
2,2016,10,07542,楢葉町,7,福島県
0,2009,623,07543,富岡町,7,福島県
1,2014,0,07543,富岡町,7,福島県
2,2016,4,07543,富岡町,7,福島県
0,2009,110,07544,川内村,7,福島県
1,2012,36,07544,川内村,7,福島県
2,2014,59,07544,川内村,7,福島県
3,2016,67,07544,川内村,7,福島県
0,2009,361,07545,大熊町,7,福島県
1,2014,0,07545,大熊町,7,福島県
2,2016,1,07545,大熊町,7,福島県
0,2009,264,07546,双葉町,7,福島県
1,2014,0,07546,双葉町,7,福島県
2,2016,0,07546,双葉町,7,福島県
0,2009,931,07547,浪江町,7,福島県
1,2014,8,07547,浪江町,7,福島県
2,2016,7,07547,浪江町,7,福島県
0,2009,48,07548,葛尾村,7,福島県
1,2014,0,07548,葛尾村,7,福島県
2,2016,3,07548,葛尾村,7,福島県
0,2009,260,07561,新地町,7,福島県
1,2012,207,07561,新地町,7,福島県
2,2014,206,07561,新地町,7,福島県
3,2016,204,07561,新地町,7,福島県
0,2009,193,07564,飯舘村,7,福島県
1,2014,0,07564,飯舘村,7,福島県
2,2016,32,07564,飯舘村,7,福島県
0,2009,10264,08201,水戸市,8,茨城県
1,2012,9335,08201,水戸市,8,茨城県
2,2014,9331,08201,水戸市,8,茨城県
3,2016,8853,08201,水戸市,8,茨城県
0,2009,6040,08202,日立市,8,茨城県
1,2012,5523,08202,日立市,8,茨城県
2,2014,5480,08202,日立市,8,茨城県
3,2016,5057,08202,日立市,8,茨城県
0,2009,5022,08203,土浦市,8,茨城県
1,2012,4665,08203,土浦市,8,茨城県
2,2014,4637,08203,土浦市,8,茨城県
3,2016,4294,08203,土浦市,8,茨城県
0,2009,5308,08204,古河市,8,茨城県
1,2012,4961,08204,古河市,8,茨城県
2,2014,4812,08204,古河市,8,茨城県
3,2016,4564,08204,古河市,8,茨城県
0,2009,2825,08205,石岡市,8,茨城県
1,2012,2535,08205,石岡市,8,茨城県
2,2014,2486,08205,石岡市,8,茨城県
3,2016,2342,08205,石岡市,8,茨城県
0,2009,2124,08207,結城市,8,茨城県
1,2012,2000,08207,結城市,8,茨城県
2,2014,1893,08207,結城市,8,茨城県
3,2016,1796,08207,結城市,8,茨城県
0,2009,2114,08208,龍ケ崎市,8,茨城県
1,2012,1932,08208,龍ケ崎市,8,茨城県
2,2014,1915,08208,龍ケ崎市,8,茨城県
3,2016,1842,08208,龍ケ崎市,8,茨城県
0,2009,1924,08210,下妻市,8,茨城県
1,2012,1836,08210,下妻市,8,茨城県
2,2014,1736,08210,下妻市,8,茨城県
3,2016,1638,08210,下妻市,8,茨城県
0,2009,2549,08211,常総市,8,茨城県
1,2012,2389,08211,常総市,8,茨城県
2,2014,2327,08211,常総市,8,茨城県
3,2016,2125,08211,常総市,8,茨城県
0,2009,1841,08212,常陸太田市,8,茨城県
1,2012,1652,08212,常陸太田市,8,茨城県
2,2014,1564,08212,常陸太田市,8,茨城県
3,2016,1457,08212,常陸太田市,8,茨城県
0,2009,1096,08214,高萩市,8,茨城県
1,2012,983,08214,高萩市,8,茨城県
2,2014,955,08214,高萩市,8,茨城県
3,2016,874,08214,高萩市,8,茨城県
0,2009,1569,08215,北茨城市,8,茨城県
1,2012,1389,08215,北茨城市,8,茨城県
2,2014,1361,08215,北茨城市,8,茨城県
3,2016,1295,08215,北茨城市,8,茨城県
0,2009,3114,08216,笠間市,8,茨城県
1,2012,2915,08216,笠間市,8,茨城県
2,2014,2826,08216,笠間市,8,茨城県
3,2016,2684,08216,笠間市,8,茨城県
0,2009,2666,08217,取手市,8,茨城県
1,2012,2396,08217,取手市,8,茨城県
2,2014,2404,08217,取手市,8,茨城県
3,2016,2176,08217,取手市,8,茨城県
0,2009,1747,08219,牛久市,8,茨城県
1,2012,1683,08219,牛久市,8,茨城県
2,2014,1700,08219,牛久市,8,茨城県
3,2016,1655,08219,牛久市,8,茨城県
0,2009,5444,08220,つくば市,8,茨城県
1,2012,5067,08220,つくば市,8,茨城県
2,2014,5248,08220,つくば市,8,茨城県
3,2016,5019,08220,つくば市,8,茨城県
0,2009,4332,08221,ひたちなか市,8,茨城県
1,2012,4021,08221,ひたちなか市,8,茨城県
2,2014,4039,08221,ひたちなか市,8,茨城県
3,2016,3834,08221,ひたちなか市,8,茨城県
0,2009,1887,08222,鹿嶋市,8,茨城県
1,2012,1607,08222,鹿嶋市,8,茨城県
2,2014,1686,08222,鹿嶋市,8,茨城県
3,2016,1649,08222,鹿嶋市,8,茨城県
0,2009,1161,08223,潮来市,8,茨城県
1,2012,1099,08223,潮来市,8,茨城県
2,2014,1087,08223,潮来市,8,茨城県
3,2016,1058,08223,潮来市,8,茨城県
0,2009,1363,08224,守谷市,8,茨城県
1,2012,1356,08224,守谷市,8,茨城県
2,2014,1403,08224,守谷市,8,茨城県
3,2016,1379,08224,守谷市,8,茨城県
0,2009,1733,08225,常陸大宮市,8,茨城県
1,2012,1604,08225,常陸大宮市,8,茨城県
2,2014,1515,08225,常陸大宮市,8,茨城県
3,2016,1411,08225,常陸大宮市,8,茨城県
0,2009,1586,08226,那珂市,8,茨城県
1,2012,1481,08226,那珂市,8,茨城県
2,2014,1466,08226,那珂市,8,茨城県
3,2016,1393,08226,那珂市,8,茨城県
0,2009,4242,08227,筑西市,8,茨城県
1,2012,3922,08227,筑西市,8,茨城県
2,2014,3911,08227,筑西市,8,茨城県
3,2016,3685,08227,筑西市,8,茨城県
0,2009,2456,08228,坂東市,8,茨城県
1,2012,2367,08228,坂東市,8,茨城県
2,2014,2287,08228,坂東市,8,茨城県
3,2016,2140,08228,坂東市,8,茨城県
0,2009,1530,08229,稲敷市,8,茨城県
1,2012,1381,08229,稲敷市,8,茨城県
2,2014,1351,08229,稲敷市,8,茨城県
3,2016,1261,08229,稲敷市,8,茨城県
0,2009,1255,08230,かすみがうら市,8,茨城県
1,2012,1213,08230,かすみがうら市,8,茨城県
2,2014,1167,08230,かすみがうら市,8,茨城県
3,2016,1117,08230,かすみがうら市,8,茨城県
0,2009,2053,08231,桜川市,8,茨城県
1,2012,1895,08231,桜川市,8,茨城県
2,2014,1822,08231,桜川市,8,茨城県
3,2016,1738,08231,桜川市,8,茨城県
0,2009,3234,08232,神栖市,8,茨城県
1,2012,3045,08232,神栖市,8,茨城県
2,2014,3021,08232,神栖市,8,茨城県
3,2016,2850,08232,神栖市,8,茨城県
0,2009,1512,08233,行方市,8,茨城県
1,2012,1453,08233,行方市,8,茨城県
2,2014,1411,08233,行方市,8,茨城県
3,2016,1340,08233,行方市,8,茨城県
0,2009,1591,08234,鉾田市,8,茨城県
1,2012,1487,08234,鉾田市,8,茨城県
2,2014,1465,08234,鉾田市,8,茨城県
3,2016,1366,08234,鉾田市,8,茨城県
0,2009,1143,08235,つくばみらい市,8,茨城県
1,2012,1053,08235,つくばみらい市,8,茨城県
2,2014,1047,08235,つくばみらい市,8,茨城県
3,2016,995,08235,つくばみらい市,8,茨城県
0,2009,1508,08236,小美玉市,8,茨城県
1,2012,1445,08236,小美玉市,8,茨城県
2,2014,1394,08236,小美玉市,8,茨城県
3,2016,1291,08236,小美玉市,8,茨城県
0,2009,1042,08302,茨城町,8,茨城県
1,2012,970,08302,茨城町,8,茨城県
2,2014,949,08302,茨城町,8,茨城県
3,2016,874,08302,茨城町,8,茨城県
0,2009,923,08309,大洗町,8,茨城県
1,2012,838,08309,大洗町,8,茨城県
2,2014,807,08309,大洗町,8,茨城県
3,2016,720,08309,大洗町,8,茨城県
0,2009,675,08310,城里町,8,茨城県
1,2012,634,08310,城里町,8,茨城県
2,2014,599,08310,城里町,8,茨城県
3,2016,563,08310,城里町,8,茨城県
0,2009,888,08341,東海村,8,茨城県
1,2012,846,08341,東海村,8,茨城県
2,2014,850,08341,東海村,8,茨城県
3,2016,818,08341,東海村,8,茨城県
0,2009,1011,08364,大子町,8,茨城県
1,2012,937,08364,大子町,8,茨城県
2,2014,898,08364,大子町,8,茨城県
3,2016,852,08364,大子町,8,茨城県
0,2009,553,08442,美浦村,8,茨城県
1,2012,527,08442,美浦村,8,茨城県
2,2014,520,08442,美浦村,8,茨城県
3,2016,487,08442,美浦村,8,茨城県
0,2009,1132,08443,阿見町,8,茨城県
1,2012,1032,08443,阿見町,8,茨城県
2,2014,1028,08443,阿見町,8,茨城県
3,2016,992,08443,阿見町,8,茨城県
0,2009,321,08447,河内町,8,茨城県
1,2012,300,08447,河内町,8,茨城県
2,2014,306,08447,河内町,8,茨城県
3,2016,286,08447,河内町,8,茨城県
0,2009,959,08521,八千代町,8,茨城県
1,2012,885,08521,八千代町,8,茨城県
2,2014,850,08521,八千代町,8,茨城県
3,2016,824,08521,八千代町,8,茨城県
0,2009,334,08542,五霞町,8,茨城県
1,2012,338,08542,五霞町,8,茨城県
2,2014,335,08542,五霞町,8,茨城県
3,2016,328,08542,五霞町,8,茨城県
0,2009,1261,08546,境町,8,茨城県
1,2012,1188,08546,境町,8,茨城県
2,2014,1165,08546,境町,8,茨城県
3,2016,1117,08546,境町,8,茨城県
0,2009,430,08564,利根町,8,茨城県
1,2012,386,08564,利根町,8,茨城県
2,2014,351,08564,利根町,8,茨城県
3,2016,331,08564,利根町,8,茨城県
0,2009,16824,09201,宇都宮市,9,栃木県
1,2012,15660,09201,宇都宮市,9,栃木県
2,2014,15669,09201,宇都宮市,9,栃木県
3,2016,14768,09201,宇都宮市,9,栃木県
0,2009,7680,09202,足利市,9,栃木県
1,2012,6889,09202,足利市,9,栃木県
2,2014,6510,09202,足利市,9,栃木県
3,2016,6129,09202,足利市,9,栃木県
0,2009,6723,09203,栃木市,9,栃木県
1,2012,6239,09203,栃木市,9,栃木県
2,2014,5976,09203,栃木市,9,栃木県
3,2016,5606,09203,栃木市,9,栃木県
0,2009,5525,09204,佐野市,9,栃木県
1,2012,5140,09204,佐野市,9,栃木県
2,2014,4961,09204,佐野市,9,栃木県
3,2016,4673,09204,佐野市,9,栃木県
0,2009,4317,09205,鹿沼市,9,栃木県
1,2012,3988,09205,鹿沼市,9,栃木県
2,2014,3867,09205,鹿沼市,9,栃木県
3,2016,3705,09205,鹿沼市,9,栃木県
0,2009,3955,09206,日光市,9,栃木県
1,2012,3658,09206,日光市,9,栃木県
2,2014,3581,09206,日光市,9,栃木県
3,2016,3390,09206,日光市,9,栃木県
0,2009,5184,09208,小山市,9,栃木県
1,2012,4883,09208,小山市,9,栃木県
2,2014,4806,09208,小山市,9,栃木県
3,2016,4592,09208,小山市,9,栃木県
0,2009,2890,09209,真岡市,9,栃木県
1,2012,2746,09209,真岡市,9,栃木県
2,2014,2639,09209,真岡市,9,栃木県
3,2016,2502,09209,真岡市,9,栃木県
0,2009,2829,09210,大田原市,9,栃木県
1,2012,2628,09210,大田原市,9,栃木県
2,2014,2537,09210,大田原市,9,栃木県
3,2016,2431,09210,大田原市,9,栃木県
0,2009,1246,09211,矢板市,9,栃木県
1,2012,1118,09211,矢板市,9,栃木県
2,2014,1076,09211,矢板市,9,栃木県
3,2016,1037,09211,矢板市,9,栃木県
0,2009,4459,09213,那須塩原市,9,栃木県
1,2012,4082,09213,那須塩原市,9,栃木県
2,2014,4061,09213,那須塩原市,9,栃木県
3,2016,3908,09213,那須塩原市,9,栃木県
0,2009,1281,09214,さくら市,9,栃木県
1,2012,1203,09214,さくら市,9,栃木県
2,2014,1133,09214,さくら市,9,栃木県
3,2016,1071,09214,さくら市,9,栃木県
0,2009,1274,09215,那須烏山市,9,栃木県
1,2012,1170,09215,那須烏山市,9,栃木県
2,2014,1127,09215,那須烏山市,9,栃木県
3,2016,1029,09215,那須烏山市,9,栃木県
0,2009,1695,09216,下野市,9,栃木県
1,2012,1586,09216,下野市,9,栃木県
2,2014,1649,09216,下野市,9,栃木県
3,2016,1563,09216,下野市,9,栃木県
0,2009,817,09301,上三川町,9,栃木県
1,2012,795,09301,上三川町,9,栃木県
2,2014,774,09301,上三川町,9,栃木県
3,2016,756,09301,上三川町,9,栃木県
0,2009,1054,09342,益子町,9,栃木県
1,2012,961,09342,益子町,9,栃木県
2,2014,939,09342,益子町,9,栃木県
3,2016,895,09342,益子町,9,栃木県
0,2009,606,09343,茂木町,9,栃木県
1,2012,557,09343,茂木町,9,栃木県
2,2014,524,09343,茂木町,9,栃木県
3,2016,484,09343,茂木町,9,栃木県
0,2009,382,09344,市貝町,9,栃木県
1,2012,369,09344,市貝町,9,栃木県
2,2014,358,09344,市貝町,9,栃木県
3,2016,340,09344,市貝町,9,栃木県
0,2009,508,09345,芳賀町,9,栃木県
1,2012,486,09345,芳賀町,9,栃木県
2,2014,465,09345,芳賀町,9,栃木県
3,2016,439,09345,芳賀町,9,栃木県
0,2009,1483,09361,壬生町,9,栃木県
1,2012,1365,09361,壬生町,9,栃木県
2,2014,1327,09361,壬生町,9,栃木県
3,2016,1242,09361,壬生町,9,栃木県
0,2009,620,09364,野木町,9,栃木県
1,2012,592,09364,野木町,9,栃木県
2,2014,574,09364,野木町,9,栃木県
3,2016,534,09364,野木町,9,栃木県
0,2009,449,09384,塩谷町,9,栃木県
1,2012,414,09384,塩谷町,9,栃木県
2,2014,398,09384,塩谷町,9,栃木県
3,2016,372,09384,塩谷町,9,栃木県
0,2009,850,09386,高根沢町,9,栃木県
1,2012,772,09386,高根沢町,9,栃木県
2,2014,741,09386,高根沢町,9,栃木県
3,2016,693,09386,高根沢町,9,栃木県
0,2009,1268,09407,那須町,9,栃木県
1,2012,1160,09407,那須町,9,栃木県
2,2014,1201,09407,那須町,9,栃木県
3,2016,1147,09407,那須町,9,栃木県
0,2009,791,09411,那珂川町,9,栃木県
1,2012,724,09411,那珂川町,9,栃木県
2,2014,686,09411,那珂川町,9,栃木県
3,2016,653,09411,那珂川町,9,栃木県
0,2009,14145,10201,前橋市,10,群馬県
1,2012,13029,10201,前橋市,10,群馬県
2,2014,12676,10201,前橋市,10,群馬県
3,2016,11874,10201,前橋市,10,群馬県
0,2009,14155,10202,高崎市,10,群馬県
1,2012,12866,10202,高崎市,10,群馬県
2,2014,12855,10202,高崎市,10,群馬県
3,2016,12199,10202,高崎市,10,群馬県
0,2009,6361,10203,桐生市,10,群馬県
1,2012,5658,10203,桐生市,10,群馬県
2,2014,5321,10203,桐生市,10,群馬県
3,2016,4988,10203,桐生市,10,群馬県
